Tweet,Message,Match,Polarity 
728,RT DegreesWSC NEW Pre register for our Degree Studies DegreesWSC and Adult Education Open Event to save time and beat the queues ht,NONE,neutral
729,RT incugneto The exodus continues. This doesnt change global production or consumption. It doesnt reduce emissions. What it does is pul,NONE,neutral
730,University of Pittsburgh Associate or Full Professor of Practice Non Tenure Stream with a focus on Higher Educa ,NONE,neutral
731,"Can a bunch of college students getting ""nearly naked"" outdoors help secure warm clothing for disadvantaged famili ","secure,warm",positive
732,RT ICECubesService ESA Education Orbit Your Thesis 2020 call to win your ICE Cubes experiment flight to ISS is now open Universit,win,positive
733,The Marxist indoctrination has been reinforced with censorship throughout the world of post secondary education. Th ,indoctrination,negative
734,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
735,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
736,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
737, hollyarigby As it was labour who abolished free university after they last said free university education to get i ,free,positive
738,"RT AyoCaesar If you don't want free social care for the elderly If you don't want 850,000 green jobs If you don't want free university ed",free,positive
739,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,"debt,limited",negative
740,RT EACOMTimberCo Our team headed out to the University of New Brunswick to chat with forestry students and spread the word about opportun,NONE,neutral
741,"RT Anniekidder ""Education is the key to reconciliation...if we educate Indigenous children and non Indigenous children about each other",NONE,neutral
742,"Students registered in higher education in France reached 2.68 million 2017 . Let's say, 2957 is an annual studen ",NONE,neutral
743,RT AmaraMahfoud MoU signing between Qatar University QatarUniversity and EMLYON to develop collaboration in research and higher educati,NONE,neutral
744,Dorothea Harju was a UWStevensPoint alumna who dedicated her life to educating others. Her 4.3 million gift to th ,dedicated,positive
745,"50s Women have literally not had the same access to private pension that men have had. And for many of us, not the ",NONE,neutral
746,"Mandatory Grade 11 English course only teaches Indigenous books ""As a response to Truth and Reconciliation commisi ",reconciliation,positive
747,"RT FedUp9jaMan Hmm. I have a few. Let's see 1. Not everyone needs to, or should, go to University. Secondary school education the Int",NONE,neutral
748, ProfCherieF GOP Jim Jordan All those years of teaching were obviously at a Trump University or else you would un ,trump,positive
749,"RT PaiviHasu 2 year Masters Degree Programme in Development, Education and International Cooperation at the internationally well ranked","masters,well",positive
750,"RT CambridgeUCU ""The University and College Union UCU said the result was a serious indictment of the state ofhigher education, and de",NONE,neutral
751,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
752,Administrative bloat and reliance on part time teachers is killing higher education. ,killing,negative
753,"RT Anniekidder ""Education is the key to reconciliation...if we educate Indigenous children and non Indigenous children about each other",NONE,neutral
754,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
755,RT 2 rawwwww Blessed to announce my Commitment to Mississippi State University to further my baseball career and my education HailState,commitment,positive
756," mamidala90 1000 odd students with the fear of having to lose their dream of higher education means ""some motivated ","odd,fear,lose",negative
757,"RT ACroy34 While I wish I could be a Bozeman Hawk forever, after spending plenty of time and consideration I have decided to continue my",NONE,neutral
758,Taking some time today to connect with other leaders at the Texas Education Consortium for Male Students of Color. ,NONE,neutral
759,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
760,RT incugneto The exodus continues. This doesnt change global production or consumption. It doesnt reduce emissions. What it does is pul,NONE,neutral
761,"Registration open for 3 new webinars on open education. Topics include OE practices in the library, Canadian copyri ",NONE,neutral
762,RT jllr education school learning love canada itjobs it cybersecurity jobs immigration children teacher university learn,love,positive
763,RT jllr education school learning love canada itjobs it cybersecurity jobs immigration children teacher university learn,love,positive
764,"RT Anniekidder ""Education is the key to reconciliation...if we educate Indigenous children and non Indigenous children about each other",NONE,neutral
765,Mind blowing thread reported by sarahstuartxx reporting on a meeting on fully funded research at a serious univ ,NONE,neutral
766,RT TrentUSoE The deadline to apply to our Bachelor of Education program Trent University is only a month away Be sure to visit our appli,NONE,neutral
767,"RT ghost wales Why should university students get a free education, what about thick bastards like me that left school at 16 to join the","free,like",positive
768,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
769, StatCan eng The StatCan eng report has resonance because Canada's Poverty Reduction Strategy SocDevSoc commits t ,poverty,negative
770,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
771,Thinking about applying to the University of Holy Cross The time is NOW Apply today at ,holy,positive
772,RT OhioHigherEd Teacher Training ohiou to partner with ESCCentralOhio to create new special education teacher training program ,NONE,neutral
773," pattibacchus In a tolerant society that Canada is, no religion should play any part in public education.",NONE,neutral
774,"RT iaspmjournal CFP deadline Fri 8 Nov ""Equality, Diversity and Inclusion in Music Higher Education"" RMA amp MusicHE Fri 24 Jan 2020, 12",NONE,neutral
775,"RT TilleyQuinn Thanks to God, family, teammates, coaches, and so much more. I will be continuing my education and playing rugby at Arkans",NONE,neutral
776,"RT TilleyQuinn Thanks to God, family, teammates, coaches, and so much more. I will be continuing my education and playing rugby at Arkans",NONE,neutral
777,"RT TilleyQuinn Thanks to God, family, teammates, coaches, and so much more. I will be continuing my education and playing rugby at Arkans",NONE,neutral
